Year,City,Violations,Statistics,Value
2023,"London, Ontario [35555]",Homicide [110],"Total, persons charged",10
2024,"London, Ontario [35555]",Homicide [110],"Total, persons charged",13
2021,"London, Ontario [35555]","Murder, first degree [1110]",Actual incidents,5
2022,"London, Ontario [35555]","Murder, first degree [1110]",Actual incidents,1
2023,"London, Ontario [35555]","Murder, first degree [1110]",Actual incidents,0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Actual incidents,0
2021,"London, Ontario [35555]","Murder, first degree [1110]","Rate per 100,000 population",0.88
2022,"London, Ontario [35555]","Murder, first degree [1110]","Rate per 100,000 population",0.17
2023,"London, Ontario [35555]","Murder, first degree [1110]","Rate per 100,000 population",0
2024,"London, Ontario [35555]","Murder, first degree [1110]","Rate per 100,000 population",0
2021,"London, Ontario [35555]","Murder, first degree [1110]",Percentage change in rate,
2022,"London, Ontario [35555]","Murder, first degree [1110]",Percentage change in rate,
2023,"London, Ontario [35555]","Murder, first degree [1110]",Percentage change in rate,
2024,"London, Ontario [35555]","Murder, first degree [1110]",Percentage change in rate,
2021,"London, Ontario [35555]","Murder, first degree [1110]",Percentage contribution to the Crime Severity Index (CSI),1.61
2022,"London, Ontario [35555]","Murder, first degree [1110]",Percentage contribution to the Crime Severity Index (CSI),0.33
2023,"London, Ontario [35555]","Murder, first degree [1110]",Percentage contribution to the Crime Severity Index (CSI),0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Percentage contribution to the Crime Severity Index (CSI),0
2021,"London, Ontario [35555]","Murder, first degree [1110]",Unfounded incidents,0
2022,"London, Ontario [35555]","Murder, first degree [1110]",Unfounded incidents,0
2023,"London, Ontario [35555]","Murder, first degree [1110]",Unfounded incidents,0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Unfounded incidents,0
2021,"London, Ontario [35555]","Murder, first degree [1110]",Percent unfounded,0
2022,"London, Ontario [35555]","Murder, first degree [1110]",Percent unfounded,0
2023,"London, Ontario [35555]","Murder, first degree [1110]",Percent unfounded,
2024,"London, Ontario [35555]","Murder, first degree [1110]",Percent unfounded,
2021,"London, Ontario [35555]","Murder, first degree [1110]",Total cleared,4
2022,"London, Ontario [35555]","Murder, first degree [1110]",Total cleared,1
2023,"London, Ontario [35555]","Murder, first degree [1110]",Total cleared,0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Total cleared,0
2021,"London, Ontario [35555]","Murder, first degree [1110]",Cleared by charge,4
2022,"London, Ontario [35555]","Murder, first degree [1110]",Cleared by charge,1
2023,"London, Ontario [35555]","Murder, first degree [1110]",Cleared by charge,0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Cleared by charge,0
2021,"London, Ontario [35555]","Murder, first degree [1110]",Cleared otherwise,0
2022,"London, Ontario [35555]","Murder, first degree [1110]",Cleared otherwise,0
2023,"London, Ontario [35555]","Murder, first degree [1110]",Cleared otherwise,0
2024,"London, Ontario [35555]","Murder, first degree [1110]",Cleared otherwise,0
2021,"London, Ontario [35555]","Murder, first degree [1110]","Total, persons charged",1
2022,"London, Ontario [35555]","Murder, first degree [1110]","Total, persons charged",1
2023,"London, Ontario [35555]","Murder, first degree [1110]","Total, persons charged",0
2024,"London, Ontario [35555]","Murder, first degree [1110]","Total, persons charged",0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Actual incidents,1
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Actual incidents,0
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Actual incidents,0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Actual incidents,0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],"Rate per 100,000 population",0.18
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],"Rate per 100,000 population",0
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],"Rate per 100,000 population",0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],"Rate per 100,000 population",0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage change in rate,
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage change in rate,
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage change in rate,
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage change in rate,
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage contribution to the Crime Severity Index (CSI),0.03
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage contribution to the Crime Severity Index (CSI),0
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage contribution to the Crime Severity Index (CSI),0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Percentage contribution to the Crime Severity Index (CSI),0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Unfounded incidents,0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Unfounded incidents,0
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Unfounded incidents,0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Unfounded incidents,0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Percent unfounded,0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Percent unfounded,
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Percent unfounded,
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Percent unfounded,
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Total cleared,0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Total cleared,1
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Total cleared,0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Total cleared,0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared by charge,0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared by charge,1
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared by charge,0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared by charge,0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared otherwise,0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared otherwise,0
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared otherwise,0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],Cleared otherwise,0
2021,"London, Ontario [35555]",Criminal negligence causing death [1150],"Total, persons charged",0
2022,"London, Ontario [35555]",Criminal negligence causing death [1150],"Total, persons charged",1
2023,"London, Ontario [35555]",Criminal negligence causing death [1150],"Total, persons charged",0
2024,"London, Ontario [35555]",Criminal negligence causing death [1150],"Total, persons charged",0
2021,"London, Ontario [35555]",Attempted murder [1210],Actual incidents,3
2022,"London, Ontario [35555]",Attempted murder [1210],Actual incidents,3
2023,"London, Ontario [35555]",Attempted murder [1210],Actual incidents,8
2024,"London, Ontario [35555]",Attempted murder [1210],Actual incidents,5
2021,"London, Ontario [35555]",Attempted murder [1210],"Rate per 100,000 population",0.53
2022,"London, Ontario [35555]",Attempted murder [1210],"Rate per 100,000 population",0.51
2023,"London, Ontario [35555]",Attempted murder [1210],"Rate per 100,000 population",1.31
2024,"London, Ontario [35555]",Attempted murder [1210],"Rate per 100,000 population",0.8
2021,"London, Ontario [35555]",Attempted murder [1210],Percentage change in rate,
2022,"London, Ontario [35555]",Attempted murder [1210],Percentage change in rate,
2023,"London, Ontario [35555]",Attempted murder [1210],Percentage change in rate,
2024,"London, Ontario [35555]",Attempted murder [1210],Percentage change in rate,-39.36
2021,"London, Ontario [35555]",Attempted murder [1210],Percentage contribution to the Crime Severity Index (CSI),0.23
2022,"London, Ontario [35555]",Attempted murder [1210],Percentage contribution to the Crime Severity Index (CSI),0.23
2023,"London, Ontario [35555]",Attempted murder [1210],Percentage contribution to the Crime Severity Index (CSI),0.69
2024,"London, Ontario [35555]",Attempted murder [1210],Percentage contribution to the Crime Severity Index (CSI),0.44
2021,"London, Ontario [35555]",Attempted murder [1210],Unfounded incidents,0
2022,"London, Ontario [35555]",Attempted murder [1210],Unfounded incidents,0
2023,"London, Ontario [35555]",Attempted murder [1210],Unfounded incidents,0
2024,"London, Ontario [35555]",Attempted murder [1210],Unfounded incidents,0
2021,"London, Ontario [35555]",Attempted murder [1210],Percent unfounded,0
2022,"London, Ontario [35555]",Attempted murder [1210],Percent unfounded,0
2023,"London, Ontario [35555]",Attempted murder [1210],Percent unfounded,0
2024,"London, Ontario [35555]",Attempted murder [1210],Percent unfounded,0
2021,"London, Ontario [35555]",Attempted murder [1210],Total cleared,3
2022,"London, Ontario [35555]",Attempted murder [1210],Total cleared,2
2023,"London, Ontario [35555]",Attempted murder [1210],Total cleared,8
2024,"London, Ontario [35555]",Attempted murder [1210],Total cleared,4
2021,"London, Ontario [35555]",Attempted murder [1210],Cleared by charge,3
2022,"London, Ontario [35555]",Attempted murder [1210],Cleared by charge,2
2023,"London, Ontario [35555]",Attempted murder [1210],Cleared by charge,7
2024,"London, Ontario [35555]",Attempted murder [1210],Cleared by charge,4
2021,"London, Ontario [35555]",Attempted murder [1210],Cleared otherwise,0
2022,"London, Ontario [35555]",Attempted murder [1210],Cleared otherwise,0
2023,"London, Ontario [35555]",Attempted murder [1210],Cleared otherwise,1
2024,"London, Ontario [35555]",Attempted murder [1210],Cleared otherwise,0
2021,"London, Ontario [35555]",Attempted murder [1210],"Total, persons charged",3
2022,"London, Ontario [35555]",Attempted murder [1210],"Total, persons charged",2
2023,"London, Ontario [35555]",Attempted murder [1210],"Total, persons charged",8
2024,"London, Ontario [35555]",Attempted murder [1210],"Total, persons charged",6
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Actual incidents,557
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Actual incidents,563
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Actual incidents,580
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Actual incidents,557
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Rate per 100,000 population",97.75
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Rate per 100,000 population",95.78
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Rate per 100,000 population",95.29
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Rate per 100,000 population",88.79
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage change in rate,21.65
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage change in rate,-2.02
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage change in rate,-0.51
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage change in rate,-6.82
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage contribution to the Crime Severity Index (CSI),5.89
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage contribution to the Crime Severity Index (CSI),6.06
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage contribution to the Crime Severity Index (CSI),6.95
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percentage contribution to the Crime Severity Index (CSI),6.86
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Unfounded incidents,3
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Unfounded incidents,3
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Unfounded incidents,5
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Unfounded incidents,2
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percent unfounded,0.54
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percent unfounded,0.53
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percent unfounded,0.85
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Percent unfounded,0.36
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Total cleared,169
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Total cleared,188
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Total cleared,247
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Total cleared,235
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared by charge,143
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared by charge,163
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared by charge,216
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared by charge,219
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared otherwise,26
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared otherwise,25
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared otherwise,31
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]",Cleared otherwise,16
2021,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Total, persons charged",128
2022,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Total, persons charged",145
2023,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Total, persons charged",203
2024,"London, Ontario [35555]","Sexual assault, level 1 [1330]","Total, persons charged",210
2021,"London, Ontario [35555]","Assault, level 1 [1430]",Actual incidents,2418
2022,"London, Ontario [35555]","Assault, level 1 [1430]",Actual incidents,2166
2023,"London, Ontario [35555]","Assault, level 1 [1430]",Actual incidents,2079
2024,"London, Ontario [35555]","Assault, level 1 [1430]",Actual incidents,2094
